OBJECTID,NAME,CODE,AREA,GRID_REF,EASTING,NORTHING,LATITUDE,LONGITUDE,NAME0,STATUS,ID,FILE,AREA0,EASTING0,NORTHING0,GIS_DATE,VERSION,Shape__Area,Shape__Length,GlobalID
357,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.038649891050842,87246.7942966,16380.2963553,20180628,1,386.498910784721,81.4848385187171,46aea813-83c3-4d55-ba4c-19299099bda2
358,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.03843529807571,85409.3932781,14130.1603508,20180628,1,384.352980852127,87.3898755347485,725e195a-44c2-4453-af0d-ed6f93f9b7d4
359,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.038360476996796,85915.2510959,15691.6575792,20180628,1,383.604770183563,76.2764508306249,6d9a6c64-4807-4c62-b3ec-7a3aaeb172f0
360,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.038315091866783,85972.1237623,14550.5733255,20180628,1,383.15091919899,89.5060817041153,67a6261b-be85-4a75-a703-da13916e3e38
361,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.037888012501059,90147.6614462,17826.4991952,20180628,1,378.880124092102,95.3954916659191,a3851c9d-e5eb-4320-b4ff-cbdfe38b7519
362,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.037596366353289,85838.4458129,13705.3445679,20180628,1,375.963663816452,76.4840181736585,2ed020b1-6641-4d64-8041-4f8e8bc1551a
363,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.037372150762222,85750.5315202,6790.99593864,20180628,1,373.721507489681,84.5837658221453,66275da0-61d2-4112-8870-44779c4ee718
364,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.037016149515329,94389.5075256,13517.8107684,20180628,1,370.161495089531,83.5582138190815,2cd20492-3321-4a35-9b0c-82168919507e
365,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.03673102138288,84028.1802693,5307.21383131,20180628,1,367.310213953257,74.7615748118129,3cc4724c-bf70-4a11-9760-553bf60f896e
366,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.036257850626671,84930.5883038,5497.54170868,20180628,1,362.578506231308,86.1731445922426,70e1b30e-2e86-4ce2-a1ae-caf46d2d9087
367,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.03572139937084,83841.3629603,5199.99967594,20180628,1,357.213993698359,73.1374312959504,790df657-7aa4-4d90-a211-1f52f2f2d9d9
368,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.035420320805014,95720.3124368,14476.6262625,20180628,1,354.203207969666,89.2076129777647,8790e4c2-0815-4eb9-9cdf-805e6bb34105
369,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.035223532801191,85384.8032652,13975.6585507,20180628,1,352.235327959061,74.3611313508866,50b9406c-fa81-4801-8043-a5b9dee5a371
370,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.035018590851275,89674.9171079,16969.3508228,20180628,1,350.185908436775,74.778674313961,38fb5b43-58ae-4730-afab-e7d3ab15b222
371,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.034930224970625,86476.0624123,7096.37841427,20180628,1,349.302249670029,74.5172507375988,60ed0ee0-e037-4a64-869f-94ceddccc42c
372,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.034884147562172,89389.3893668,8126.6150841,20180628,1,348.84147554636,71.366434651219,69a1a106-7e74-4928-87a9-91afbbbe7c25
373,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.034594544662273,83829.995772,5288.0635314,20180628,1,345.945446521044,69.4239046839813,3c4bf544-9c7f-42ee-a8a1-f70e06259ea9
374,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.034243960564407,84934.1138004,5532.84515333,20180628,1,342.439605593681,70.7704318995121,cf1ed0f8-da0e-470a-9103-7b47dc363a38
375,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.033978975849774,87275.3847992,16396.3277295,20180628,1,339.789758443832,71.5975480870296,6587b733-c32b-4b09-aaf5-e90a558cf913
376,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.033855115938855,86029.3995566,14572.3894619,20180628,1,338.551159024239,89.6301644052234,56c7a0ea-aa2d-453f-b68c-b3f9188eaf87
377,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.033280229978824,84035.5254374,5520.65216101,20180628,1,332.80229973793,73.0814602685862,205750e7-efe6-49c6-aa11-ce9db8b1a694
378,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.03266851817706,84453.836533,5555.07812343,20180628,1,326.685181707144,66.2611368933923,73a79a96-b881-4a6f-a36d-bf35a9d8970d
379,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.032305497000444,88420.9635527,14755.3720973,20180628,1,323.054970145226,77.1477015062653,1c8366cb-fc5b-4ba2-b7a8-48055e230b8b
380,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.032268185852858,86372.6785367,8132.75479574,20180628,1,322.681858718395,73.3863680200986,278f0e3d-787d-47ef-b5e2-a3f7edf6b3ea
381,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.031969007999604,88229.963276,8729.07497236,20180628,1,319.690080106258,116.840424463841,4dec6a4b-491f-40ca-9d7f-7c15da38dcaa
382,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.031966327117387,83888.6697455,5305.08115299,20180628,1,319.663271099329,66.138543506041,d93a1842-912e-452c-947c-87377a0ba824
383,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.031567460726288,84884.9185122,5465.08694946,20180628,1,315.674607157707,78.4762153883667,1fa8f7c5-6d15-45eb-8c3e-3c8eb9599fac
384,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.03081482388064,85771.6474415,8611.16514859,20180628,1,308.148238956928,62.5333222452812,32106805-09b8-4997-95f2-335372739e28
385,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.030761279158352,92604.3016135,17633.6858951,20180628,1,307.612791419029,74.7720952691178,8f1ea40c-c853-42d0-ad03-72ba7ee160f3
386,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.029864643657975,82972.1327399,7127.31651654,20180628,1,298.646436691284,65.9680726322783,b297f058-e08f-4d2f-866e-5f77d940a364
387,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.029466432687521,86224.5934847,7105.16543179,20180628,1,294.664327025414,63.2118189598436,c5f1ee3c-d12f-4072-b408-48b04ad67cec
388,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.02912490599794,87749.6073715,16099.2792519,20180628,1,291.249060034752,83.2748701150508,2a82c6e2-d4b6-4b4c-b61e-bd88d5d53c21
389,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.028601903212574,90311.8350472,17436.3014514,20180628,1,286.019031763077,64.0867247091657,37a12eff-9b07-4478-82ce-26b8707bcfdf
390,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.027892752776261,92684.2543254,17511.2712547,20180628,1,278.927528142929,60.4083300987225,3cc7655d-7c58-4db3-ae20-e40219e24738
391,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.027827637818327,90586.4681566,15256.5774749,20180628,1,278.276377797127,63.5486414635632,180d0104-53d1-4bd6-96ef-9952f8a55651
392,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.027036118600691,87393.9989583,16153.6640949,20180628,1,270.361185908318,67.0875801546562,40df4482-2622-42dd-a8c6-f343b59c3c64
393,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.026887441035445,86297.2110339,6420.78038017,20180628,1,268.874410629272,64.7321020889389,50ecef8e-cabb-422c-bf19-a913342c7469
394,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.026727011499252,87712.9245458,8818.11891196,20180628,1,267.270114958286,90.407556100961,852725af-477b-4240-9c32-43206247fc81
395,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.02671021512192,85907.3260661,15432.2969263,20180628,1,267.102151155472,63.6962406790454,25646747-2f5a-4566-a426-237891e22e80
396,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.026545361224899,84012.3122988,5274.46320571,20180628,1,265.453612476587,68.6037030737017,e0103ebf-110a-4e6b-a871-d19aaec5716e
397,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.026117023019136,86184.2790359,9033.76905816,20180628,1,261.170230150223,60.3076310132529,15ac1880-86f3-4cb9-b084-d7b8cbcdcdf3
398,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.025764873295804,85922.3078782,8546.36219045,20180628,1,257.648733079433,65.8504163356685,633d6f2c-c2d6-4b9f-9cc7-dd937991f14c
399,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.0257232899767,83864.6560408,5297.3332896,20180628,1,257.232899606228,67.2879864686404,1b4f0ee4-5412-47b8-8206-973a5d3e9834
400,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.025660675015732,90149.5002332,13810.7211258,20180628,1,256.606750965118,63.3649448487223,8e82e8d2-e37e-498e-93c8-d938e2d27976
401,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.025240850869726,86247.6205323,7124.43235839,20180628,1,252.408508658409,60.3163333694423,65a31270-82df-4ce0-8387-a77ea617243c
402,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.024946473869591,85622.9026158,8897.24260051,20180628,1,249.464738726616,62.2084680918374,60a8e1a3-5278-413d-b712-84f1bb709e25
403,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.024824263573655,86337.0786406,8094.26759255,20180628,1,248.242635846138,56.772587971682,08e49d2f-5099-4638-b2fb-b204577a2673
404,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.024572633635976,84764.3967038,14503.7998504,20180628,1,245.726336359978,63.416839642273,bf8ffb86-e23e-4129-9498-a61006e33278
405,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.023891902710196,95470.45698,13758.582014,20180628,1,238.919027447701,56.8422674481266,1a95ac4d-3a5f-4726-b8d6-d2bf3548e2c2
406,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.023750601552899,84802.478967,5478.51624817,20180628,1,237.506015539169,62.2294221971716,285e5696-4dd6-48e9-864d-5b8d502f4a29
407,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.023577706599034,87413.5229073,16076.5784965,20180628,1,235.777066469193,67.815473837735,7c61b8c0-322c-40f6-adf9-a021ebae87cc
408,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.023238611331089,83582.397444,6411.22991322,20180628,1,232.38611343503,60.260649736709,d239c7e0-f354-4122-b2ea-e45fb3b69e69
409,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.022932978422142,86344.6997777,7611.23307349,20180628,1,229.329783976078,54.6358499872604,c085f40c-5061-48b1-8b3f-1c3acea877fd
410,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.022911562392805,82993.5564873,7090.89931504,20180628,1,229.115624129772,59.9653224746357,caf8837e-495a-4d15-a51f-076d786f13f2
411,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.022874009955002,90435.2851333,16753.0926338,20180628,1,228.740099430084,60.4996820903582,fce72f28-ea9e-4b4a-b3a5-44e82a962128
412,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.022681968220545,95615.3754172,13701.6500812,20180628,1,226.81968152523,58.0927049331754,1d48fecd-4d32-4386-b32e-9dff1ee4bfbd
413,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.022551325331352,90292.9354223,16770.9987998,20180628,1,225.513253450394,55.2321956189427,fd7dd2d7-7dfe-48d9-b168-8c45119120eb
414,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.022463019000529,89012.142917,13369.7958652,20180628,1,224.63018989563,60.7899599928625,b5b5d131-878b-4e6f-b4ad-08c2897bbdd9
415,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.022379121192876,87818.4904361,13645.1862816,20180628,1,223.791212081909,61.3280085602116,38e064d0-b46a-41f5-befc-51b87d2289b2
416,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.02235458847488,92606.6164594,17055.3820234,20180628,1,223.545885205269,55.7584904788315,fdc1728d-35f2-4988-ac0d-08ea16147f35
417,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.021887492999992,87744.6967733,8824.79522685,20180628,1,218.874929726124,71.3877056156542,ec47accb-f0e4-4f19-827e-52491a34d4ac
418,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.021037453360237,86065.7845225,6288.63544113,20180628,1,210.374533474445,53.8801533866945,07522a4f-b080-4ab5-8fa6-8b29afbc546e
419,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.020202338334392,95491.4648721,13560.2370608,20180628,1,202.023383140564,52.3480350720005,cffaa74c-4a2b-4cf9-b3ac-4ba8bdaeb4c8
420,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.020130755885995,84422.5446427,5706.38517115,20180628,1,201.307558864355,53.6403480165446,0330fa39-e591-4079-b893-b92bbec5ae92
421,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.019916423290086,85714.8648878,8639.33755373,20180628,1,199.164232850075,56.7446940766682,0a6e5164-8325-48a2-a3d6-7b9e9d37cf66
422,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.019889540132203,86569.1112963,8476.99451011,20180628,1,198.895401477814,54.5937374661355,ad74f40a-1769-4b5d-877b-3212b58bb8e0
423,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.019639731564629,94970.3406884,14701.0235533,20180628,1,196.397316336632,51.9515490231917,381c0b07-ada6-48e0-8ea6-e4084d3864fd
424,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.01963776851534,86295.2751812,7828.78712415,20180628,1,196.377685129642,57.9437118143863,ad72a6e7-6f36-4a50-908a-f8586ddfc93e
425,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.019274880795047,85649.5072999,8758.84856052,20180628,1,192.748807966709,60.7640819417951,0eb62edc-fe0c-436d-ad3f-bb323bcce79a
426,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.01908941607524,83986.790636,5586.41701908,20180628,1,190.894160866737,52.8909123391933,b917d636-8146-4f41-9c06-4c9a59225885
427,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.018746834554654,85778.0318045,8644.28279568,20180628,1,187.468345522881,49.0644580864081,3ebc5ffa-1965-42bf-9950-11e10a3f88ea
428,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.018711815806702,86063.1995468,14516.696832,20180628,1,187.118157744408,54.769913978709,26999361-e4a5-4141-8953-b64ad3a4b29f
429,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.018620584875086,86122.4088076,9033.06191819,20180628,1,186.205848872662,51.7102589068627,fce7e60a-152c-4ead-aad1-77c4ebc85e5c
430,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.01850124583815,85967.9631801,14004.1377607,20180628,1,185.012457847595,51.7978504898941,26039593-bce3-470f-a1b1-19b8220c575d
431,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.018495652928143,86284.5131615,8837.1155817,20180628,1,184.956529200077,52.0679831539572,49a845a0-f763-4da4-9f40-e381437ef393
432,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.018384031197773,87402.3327799,16449.151326,20180628,1,183.840312361717,55.6126828265645,bdc26e86-5b57-455b-a5de-d16c97477fcf
433,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.018114553516932,94010.7933286,16119.230895,20180628,1,181.145534873009,48.2481283213162,2dfcc66b-3bda-42e3-84bb-a99af2c0bb07
434,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.01811053158635,87107.6098299,12732.254036,20180628,1,181.105315923691,51.0404556564009,5b440f8e-3649-4bef-8c64-8fdf59089bc9
435,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.018056499864269,82792.0663391,6921.24204503,20180628,1,180.564998745918,50.2409613859128,dfd4f31f-2d2f-4a0c-a12a-968164673589
436,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.018033183509921,85597.6001512,8894.64418073,20180628,1,180.331835150719,49.0362738344006,be398612-3549-4d42-a057-5a353ed85f32
437,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.018019742980759,92439.83098,17721.0603757,20180628,1,180.19743013382,48.2706363197202,44b4da48-532e-4636-abdf-d24026593d5c
438,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.018016602500034,88836.8817671,8845.15081499,20180628,1,180.166024744511,55.1387973098798,d7cab627-b70c-428b-9aab-3a54009b0e98
439,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.017827507027262,84407.7556532,5699.09188247,20180628,1,178.275070309639,51.4256064984041,78ccf142-cb59-4474-a86b-9f69bef07042
440,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.017808642993865,86158.4117583,9025.61622749,20180628,1,178.086430132389,48.4963982232897,9e728c64-08a4-4e2d-bd7f-04876e939baf
441,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.01762911364766,85494.7028447,8612.12405383,20180628,1,176.291136622429,51.0139030709774,ba67ad8b-13c9-459a-8c9d-8a7861a9ac6e
442,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.017508441063712,86258.5353871,7997.83550947,20180628,1,175.08441054821,47.4379504278053,7f250416-94fd-4b1f-8418-81d6d5caf12b
443,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.01705017656937,86712.0577882,7479.93009789,20180628,1,170.501765727997,48.710375101208,8465c796-8571-484b-ad89-c11323b38a29
444,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.017039191300149,89951.1564005,16143.5688986,20180628,1,170.391913414001,46.751014599479,cb51a6c3-7d68-488e-9b23-12b00f4e7e8d
445,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.016930778243519,86668.1540554,7556.52720009,20180628,1,169.307782292366,46.4619713841759,cbaa6d1a-3d8a-4572-96da-289f2fccc22b
446,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.016578141770724,85543.7293726,8916.63402011,20180628,1,165.781417548656,47.3886791943849,9aae656e-8eef-430e-8e7c-1f55b31adf27
447,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.016510990999735,89855.4014198,15801.9933098,20180628,1,165.109909534454,57.4138991383558,adba43b6-c16d-4f51-a715-ddcaa30b23b2
448,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.016472157400375,85771.0694326,13956.608703,20180628,1,164.721573472023,52.1234307175334,bdb6cd7f-4934-418d-83bc-df7cf0136744
449,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.016327159323117,85351.1707169,13109.7919775,20180628,1,163.271593213081,55.3064225311618,0b3e4b20-c836-49f8-b06d-10416056b781
450,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.016216499999953,88561.4925443,8701.58297513,20180628,1,162.165000021458,72.6065410033223,7895b1c5-fb9e-4637-9052-c4e7e2ac1a8f
451,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.016158087635267,92542.7716669,17719.6555827,20180628,1,161.58087682724,45.6263317676511,fa3ce95e-7e5f-412f-bf1a-d29b96f24843
452,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.015925373027454,95757.4024743,14486.2666455,20180628,1,159.253729820251,50.7721887724861,af1a9fc0-17e9-4507-bdd5-00ecb67bfbc6
453,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.015923303336932,89570.3830695,16478.7016426,20180628,1,159.233033418655,46.8709616646821,7bbe14ee-755a-4be3-a6d5-ef6fa2b0dd33
454,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.015861966499215,89812.0906895,13352.4829174,20180628,1,158.619664669037,56.4560333875778,8b7a0a27-e9a2-4261-ba75-a649861281da
455,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.015861268469124,95770.4761003,14454.8107358,20180628,1,158.612684726715,49.4550265108811,3e840f7b-8c8c-470a-8903-ef0a53a16050
456,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.015736075402036,94696.8139031,13753.2720963,20180628,1,157.360753655434,46.5115502997618,6f262ad8-38ec-43dd-ae36-a16780e8f91c
457,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.015635092344849,95280.9866802,14172.5148217,20180628,1,156.350923538208,44.6366753221492,9229d3fd-7d30-4c70-ad50-83c501d4043c
458,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.015537080329036,92580.1012354,17625.4397564,20180628,1,155.37080347538,45.194532346351,af845225-d980-4934-89cc-55e1893bdaa1
459,Isles of Scilly,UK11033,401.53987583728,SV895138,89558.1334082,13870.9255272,49:57:21N,6:20:16W,,Listed,0,,0.015504105911337,85604.4040637,8925.0635182,20180628,1,155.041059136391,44.546190577798,e87a3d08-0190-4f49-813f-54c5a486f76b
